CustomerID,TotalOrders,TotalSpend,AOV,PurchaseFrequency,CLTV
13812,3,539.0,179.66666666666666,3,6468.0
13813,4,1366.8600000000001,341.71500000000003,4,16402.32
13814,2,1579.12,789.56,2,18949.44
13815,4,4027.36,1006.84,4,48328.32
13816,2,571.6700000000001,285.83500000000004,2,6860.040000000001
13817,2,382.98,191.49,2,4595.76
13819,3,1140.35,380.1166666666666,3,13684.199999999999
13821,2,385.64,192.82,2,4627.68
13822,2,632.0,316.0,2,7584.0
13823,2,957.66,478.83,2,11491.92
13824,5,1698.94,339.788,5,20387.28
13826,1,189.5,189.5,1,2274.0
13827,3,409.8,136.6,3,4917.599999999999
13828,1,209.49,209.49,1,2513.88
13831,6,2198.45,366.4083333333333,6,26381.399999999998
13832,1,52.199999999999996,52.199999999999996,1,626.4
13833,1,383.85,383.85,1,4606.200000000001
13835,4,834.57,208.6425,4,10014.84
13837,2,266.59000000000003,133.29500000000002,2,3199.0800000000004
13838,4,674.82,168.705,4,8097.84
13841,1,85.0,85.0,1,1020.0
13842,9,3385.62,376.18,9,40627.44
13844,1,361.62,361.62,1,4339.4400000000005
13845,1,312.98,312.98,1,3755.76
13846,3,865.0600000000001,288.35333333333335,3,10380.720000000001
13848,3,1255.0,418.3333333333333,3,15060.0
13849,2,1537.95,768.975,2,18455.4
13850,1,1595.48,1595.48,1,19145.760000000002
13851,3,2651.46,883.82,3,31817.52
13853,1,1090.14,1090.14,1,13081.68
13854,25,8109.5199999999995,324.38079999999997,25,97314.23999999999
13856,3,388.5,129.5,3,4662.0
13858,1,216.17,216.17,1,2594.04
13859,1,201.16,201.16,1,2413.92
13860,5,1245.9,249.18,5,14950.800000000001
13862,8,2209.36,276.17,8,26512.32
13863,1,305.78,305.78,1,3669.3599999999997
13865,4,501.56,125.39,4,6018.72
13866,1,145.67000000000002,145.67000000000002,1,1748.0400000000002
13867,3,1005.09,335.03000000000003,3,12061.080000000002
13868,2,3192.54,1596.27,2,38310.479999999996
13869,4,3083.65,770.9125,4,37003.8
13870,8,2770.94,346.3675,8,33251.28
13871,13,6403.25,492.5576923076923,13,76839.0
13873,3,389.6,129.86666666666667,3,4675.200000000001
13874,1,540.45,540.45,1,6485.400000000001
13875,5,1786.79,357.358,5,21441.48
13876,1,122.7,122.7,1,1472.4
13877,1,117.24,117.24,1,1406.8799999999999
13878,1,1271.57,1271.57,1,15258.84
13880,13,3219.77,247.67461538461538,13,38637.24
13881,20,17159.52,857.976,20,205914.24
13882,5,1191.13,238.22600000000003,5,14293.560000000001
13883,5,2674.48,534.896,5,32093.759999999995
13884,5,787.6,157.52,5,9451.2
13885,2,506.8,253.4,2,6081.6
13886,1,243.56,243.56,1,2922.7200000000003
13887,1,349.55,349.55,1,4194.6
13888,2,595.67,297.835,2,7148.039999999999
13889,1,416.90000000000003,416.90000000000003,1,5002.8
13890,10,1883.8100000000002,188.38100000000003,10,22605.720000000005
13892,4,632.97,158.2425,4,7595.64
13893,1,821.1,821.1,1,9853.2
13894,3,564.62,188.20666666666668,3,6775.4400000000005
13895,4,2593.07,648.2675,4,31116.840000000004
13897,1,311.16,311.16,1,3733.92
13898,1,155.93,155.93,1,1871.16
13899,2,388.52,194.26,2,4662.24
13900,3,740.95,246.98333333333335,3,8891.400000000001
13901,5,2867.2,573.4399999999999,5,34406.399999999994
13904,2,332.64,166.32,2,3991.68
13908,4,2369.55,592.3875,4,28434.600000000002
13911,9,2580.91,286.7677777777778,9,30970.92
13914,2,626.45,313.225,2,7517.400000000001
13917,2,272.04,136.02,2,3264.4800000000005
13918,2,1212.8400000000001,606.4200000000001,2,14554.080000000002
13919,2,384.81,192.405,2,4617.72
13922,1,172.25,172.25,1,2067.0
13923,1,351.13,351.13,1,4213.5599999999995
13924,6,1838.8500000000001,306.475,6,22066.2
13925,4,678.25,169.5625,4,8139.0
13926,1,223.85000000000002,223.85000000000002,1,2686.2000000000003
13927,1,348.99,348.99,1,4187.88
13928,4,464.57,116.1425,4,5574.84
13929,2,842.65,421.325,2,10111.8
13930,2,337.34,168.67,2,4048.08
13931,2,1237.53,618.765,2,14850.36
13932,1,307.4,307.4,1,3688.7999999999997
13933,2,608.7900000000001,304.39500000000004,2,7305.480000000001
13934,1,922.1,922.1,1,11065.2
13936,1,376.58,376.58,1,4518.96
13937,1,158.85,158.85,1,1906.1999999999998
13938,1,71.66,71.66,1,859.92
13939,3,568.55,189.51666666666665,3,6822.599999999999
13940,4,839.14,209.785,4,10069.68
13941,5,5112.96,1022.592,5,61355.520000000004
13946,3,561.5699999999999,187.18999999999997,3,6738.839999999999
13947,1,90.6,90.6,1,1087.1999999999998
13948,1,102.0,102.0,1,1224.0
13949,6,2427.32,404.55333333333334,6,29127.840000000004
13950,4,745.06,186.265,4,8940.72
13951,3,674.45,224.8166666666667,3,8093.400000000001
13952,2,3251.071,1625.5355,2,39012.852
13953,7,3515.68,502.23999999999995,7,42188.159999999996
13954,2,439.92,219.96,2,5279.04
13955,2,322.96,161.48,2,3875.5199999999995
13956,5,1019.27,203.85399999999998,5,12231.24
13959,3,594.04,198.01333333333332,3,7128.48
13960,2,230.22,115.11,2,2762.64
13962,2,169.55,84.775,2,2034.6000000000001
13963,4,664.54,166.135,4,7974.48
13967,1,80.7,80.7,1,968.4000000000001
13969,18,9024.17,501.34277777777777,18,108290.04000000001
13971,8,2758.26,344.7825,8,33099.12
13972,2,190.25,95.125,2,2283.0
13973,1,264.7,264.7,1,3176.3999999999996
13974,1,413.59000000000003,413.59000000000003,1,4963.08
13975,6,2461.2400000000002,410.2066666666667,6,29534.880000000005
13976,1,357.98,357.98,1,4295.76
13978,2,196.79000000000002,98.39500000000001,2,2361.4800000000005
13979,1,869.87,869.87,1,10438.44
13980,1,200.14,200.14,1,2401.68
13982,4,1871.81,467.9525,4,22461.72
13983,12,2603.43,216.9525,12,31241.159999999996
13984,5,920.51,184.102,5,11046.119999999999
13985,15,7060.13,470.67533333333336,15,84721.56
13986,1,320.46,320.46,1,3845.5199999999995
13988,6,4147.96,691.3266666666667,6,49775.520000000004
13989,2,1266.08,633.04,2,15192.96
13990,1,311.3,311.3,1,3735.6000000000004
13991,6,852.88,142.14666666666668,6,10234.560000000001
13992,1,76.8,76.8,1,921.5999999999999
13993,9,3466.36,385.1511111111111,9,41596.32
13994,6,2274.14,379.0233333333333,6,27289.68
13995,5,1393.69,278.738,5,16724.28
13999,12,3901.81,325.1508333333333,12,46821.719999999994
14000,1,635.66,635.66,1,7627.92
14001,3,2043.0800000000002,681.0266666666668,3,24516.960000000006
14002,2,529.73,264.865,2,6356.76
14004,7,4582.64,654.6628571428572,7,54991.68000000001
14005,5,2874.72,574.944,5,34496.64
14006,3,962.19,320.73,3,11546.28
14009,2,695.61,347.805,2,8347.32
14012,1,328.8,328.8,1,3945.6000000000004
14013,3,473.02,157.67333333333332,3,5676.24
14014,1,505.18,505.18,1,6062.16
14015,1,917.34,917.34,1,11008.08
14016,4,4341.21,1085.3025,4,52094.520000000004
14019,3,1421.61,473.86999999999995,3,17059.32
14020,2,642.8,321.4,2,7713.599999999999
14021,3,631.9,210.63333333333333,3,7582.799999999999
14022,1,440.0,440.0,1,5280.0
14023,2,584.07,292.035,2,7008.84
14024,2,327.7,163.85,2,3932.3999999999996
14027,1,104.82,104.82,1,1257.84
14029,2,467.66,233.83,2,5611.92
14030,8,2358.84,294.855,8,28306.08
14031,19,17286.86,909.8347368421053,19,207442.32
14032,11,2975.59,270.5081818181818,11,35707.08
14034,3,648.89,216.29666666666665,3,7786.68
14035,5,1428.02,285.604,5,17136.239999999998
14036,1,626.65,626.65,1,7519.799999999999
14037,2,147.20000000000002,73.60000000000001,2,1766.4
14038,3,1560.38,520.1266666666667,3,18724.56
14039,1,152.2,152.2,1,1826.3999999999999
14040,12,3560.32,296.6933333333333,12,42723.84
14041,1,141.41,141.41,1,1696.92
14044,4,646.42,161.605,4,7757.039999999999
14045,4,1659.75,414.9375,4,19917.0
14046,1,154.99,154.99,1,1859.88
14047,5,1308.6100000000001,261.72200000000004,5,15703.320000000002
14048,1,409.93,409.93,1,4919.16
14049,4,5578.72,1394.68,4,66944.64
14050,2,746.36,373.18,2,8956.32
14051,23,15610.390000000001,678.7126086956522,23,187324.68000000002
14052,1,225.36,225.36,1,2704.32
14053,2,260.25,130.125,2,3123.0
14054,1,92.46,92.46,1,1109.52
14055,1,725.6400000000001,725.6400000000001,1,8707.68
14056,23,8152.71,354.46565217391304,23,97832.52
14057,17,6211.66,365.39176470588234,17,74539.92
14059,1,183.6,183.6,1,2203.2
14060,19,6140.42,323.18,19,73685.04000000001
14062,12,10464.85,872.0708333333333,12,125578.20000000001
14064,5,1334.34,266.868,5,16012.079999999998
14066,1,152.55,152.55,1,1830.6000000000001
14067,2,374.7,187.35,2,4496.4
14068,1,265.85,265.85,1,3190.2000000000003
14071,8,1437.57,179.69625,8,17250.84
14073,1,151.04,151.04,1,1812.48
14075,3,942.26,314.08666666666664,3,11307.119999999999
14076,1,118.67,118.67,1,1424.04
14077,5,499.41999999999996,99.88399999999999,5,5993.039999999999
14078,6,1049.37,174.89499999999998,6,12592.439999999999
14079,1,375.1,375.1,1,4501.200000000001
14080,1,45.599999999999994,45.599999999999994,1,547.1999999999999
14081,2,921.62,460.81,2,11059.44
14082,1,182.25,182.25,1,2187.0
14083,9,1002.9,111.43333333333334,9,12034.800000000001
14085,18,4421.29,245.62722222222223,18,53055.479999999996
14087,1,191.47,191.47,1,2297.64
14088,13,50491.81,3883.9853846153846,13,605901.72
14089,1,158.75,158.75,1,1905.0
14090,1,76.32000000000001,76.32000000000001,1,915.8400000000001
14092,14,4076.91,291.2078571428571,14,48922.91999999999
14093,1,433.86,433.86,1,5206.32
14096,17,65164.79,3833.2229411764706,17,781977.48
14098,1,147.35,147.35,1,1768.1999999999998
14099,11,3104.17,282.1972727272727,11,37250.04
14100,1,191.95000000000002,191.95000000000002,1,2303.4
14101,6,5976.79,996.1316666666667,6,71721.48
14102,5,1105.8799999999999,221.176,5,13270.559999999998
14104,2,216.20999999999998,108.10499999999999,2,2594.5199999999995
14105,1,1266.23,1266.23,1,15194.76
14107,7,2703.23,386.17571428571426,7,32438.760000000002
14108,2,597.91,298.955,2,7174.92
14109,1,144.2,144.2,1,1730.3999999999999
14110,12,5683.15,473.5958333333333,12,68197.79999999999
14111,4,692.85,173.2125,4,8314.2
14112,7,2915.15,416.45,7,34981.8
14113,4,1840.42,460.105,4,22085.04
14114,2,386.53,193.265,2,4638.36
14116,5,1382.74,276.548,5,16592.88
14117,1,90.0,90.0,1,1080.0
14121,4,2780.15,695.0375,4,33361.8
14124,1,419.58000000000004,419.58000000000004,1,5034.960000000001
14125,3,2720.63,906.8766666666667,3,32647.56
14126,3,706.1300000000001,235.3766666666667,3,8473.560000000001
14127,3,709.71,236.57000000000002,3,8516.52
14128,2,637.5,318.75,2,7650.0
14129,5,1123.8600000000001,224.77200000000002,5,13486.320000000002
14130,1,480.91,480.91,1,5770.92
14132,11,3586.0299999999997,326.00272727272727,11,43032.36
14133,3,605.64,201.88,3,7267.68
14135,15,4690.31,312.68733333333336,15,56283.72
14138,2,965.8800000000001,482.94000000000005,2,11590.560000000001
14139,1,415.82,415.82,1,4989.84
14140,2,935.05,467.525,2,11220.599999999999
14141,4,915.13,228.7825,4,10981.56
14142,1,311.81,311.81,1,3741.7200000000003
14143,1,115.8,115.8,1,1389.6
14145,4,3742.2,935.55,4,44906.399999999994
14146,5,4191.0,838.2,5,50292.0
14147,2,483.4,241.7,2,5800.799999999999
14148,1,157.2,157.2,1,1886.3999999999999
14149,1,446.62,446.62,1,5359.4400000000005
14150,2,658.64,329.32,2,7903.68
14152,2,621.29,310.645,2,7455.48
14154,2,1345.62,672.81,2,16147.439999999999
14155,1,118.75,118.75,1,1425.0
14156,55,117210.08,2131.0923636363636,55,1406520.96
14157,2,424.89000000000004,212.44500000000002,2,5098.68
14158,1,507.66,507.66,1,6091.92
14159,11,4630.35,420.94090909090914,11,55564.200000000004
14161,3,1097.6200000000001,365.8733333333334,3,13171.440000000002
14162,2,289.36,144.68,2,3472.32
14163,4,2445.91,611.4775,4,29350.92
14164,2,1631.77,815.885,2,19581.239999999998
14165,1,120.44,120.44,1,1445.28
14167,4,562.59,140.6475,4,6751.08
14171,1,363.79,363.79,1,4365.4800000000005
14173,4,450.84,112.71,4,5410.08
14174,1,134.46,134.46,1,1613.52
14175,3,3222.3,1074.1000000000001,3,38667.600000000006
14176,4,576.9000000000001,144.22500000000002,4,6922.800000000001
14177,4,549.46,137.365,4,6593.52
14178,7,1600.26,228.60857142857142,7,19203.12
14179,2,701.57,350.785,2,8418.84
14180,25,4748.52,189.94080000000002,25,56982.240000000005
14184,1,452.89,452.89,1,5434.68
14185,1,197.65,197.65,1,2371.8
14188,6,2054.36,342.3933333333334,6,24652.32
14189,15,4654.08,310.272,15,55848.96
14191,13,4684.76,360.36615384615385,13,56217.12
14193,2,853.39,426.695,2,10240.68
14194,21,11349.52,540.4533333333334,21,136194.24
14195,2,1012.0,506.0,2,12144.0
14196,1,335.52,335.52,1,4026.24
14198,4,701.4,175.35,4,8416.8
14199,1,185.39999999999998,185.39999999999998,1,2224.7999999999997
14201,7,747.44,106.77714285714286,7,8969.28
14204,1,150.61,150.61,1,1807.3200000000002
14205,2,466.7,233.35,2,5600.4
14206,1,328.15999999999997,328.15999999999997,1,3937.9199999999996
14208,1,151.74,151.74,1,1820.88
14209,6,2073.43,345.57166666666666,6,24881.159999999996
14210,6,1905.8400000000001,317.64000000000004,6,22870.08
14211,9,2241.1,249.0111111111111,9,26893.199999999997
14212,1,1070.48,1070.48,1,12845.76
14214,5,1004.38,200.876,5,12052.56
14215,6,1789.72,298.2866666666667,6,21476.640000000003
14216,4,1839.3,459.825,4,22071.6
14217,17,2004.98,117.94,17,24059.760000000002
14218,1,169.48000000000002,169.48000000000002,1,2033.7600000000002
14219,1,89.94,89.94,1,1079.28
14220,2,632.4,316.2,2,7588.799999999999
14221,9,3432.8,381.4222222222222,9,41193.600000000006
14222,1,683.17,683.17,1,8198.039999999999
14223,3,991.13,330.37666666666667,3,11893.56
14224,4,1009.73,252.4325,4,12116.76
14226,5,2214.79,442.95799999999997,5,26577.48
14227,10,3350.96,335.096,10,40211.520000000004
14229,3,1547.2,515.7333333333333,3,18566.4
14231,3,925.71,308.57,3,11108.52
14232,5,2048.07,409.61400000000003,5,24576.840000000004
14233,4,1462.72,365.68,4,17552.64
14234,4,754.12,188.53,4,9049.44
14235,5,3144.86,628.972,5,37738.31999999999
14236,2,490.86,245.43,2,5890.32
14237,1,161.0,161.0,1,1932.0
14238,1,146.85,146.85,1,1762.1999999999998
14239,11,2380.85,216.4409090909091,11,28570.199999999997
14240,2,890.34,445.17,2,10684.08
14241,1,213.70000000000002,213.70000000000002,1,2564.4
14242,2,280.55,140.275,2,3366.6000000000004
14243,10,2588.77,258.877,10,31065.239999999998
14245,2,1693.45,846.725,2,20321.4
14246,3,1474.06,491.3533333333333,3,17688.72
14247,1,136.76999999999998,136.76999999999998,1,1641.2399999999998
14248,1,302.58,302.58,1,3630.96
14250,3,1904.05,634.6833333333333,3,22848.6
14251,5,2879.7000000000003,575.94,5,34556.4
14256,2,969.0600000000001,484.53000000000003,2,11628.720000000001
14257,5,3099.7200000000003,619.9440000000001,5,37196.64
14258,9,12669.98,1407.7755555555555,9,152039.76
14259,1,120.0,120.0,1,1440.0
14261,2,1163.45,581.725,2,13961.400000000001
14262,8,2618.23,327.27875,8,31418.760000000002
14264,2,333.97,166.985,2,4007.6400000000003
14265,2,530.18,265.09,2,6362.16
14267,3,1516.24,505.41333333333336,3,18194.88
14270,1,492.65000000000003,492.65000000000003,1,5911.8
14271,1,112.32,112.32,1,1347.84
14272,2,437.96,218.98,2,5255.5199999999995
14273,4,559.97,139.9925,4,6719.64
14276,3,1119.74,373.24666666666667,3,13436.880000000001
14277,3,4188.0,1396.0,3,50256.0
14280,1,134.04,134.04,1,1608.48
14282,15,3701.44,246.76266666666666,15,44417.28
14284,2,595.25,297.625,2,7143.0
14285,4,1910.01,477.5025,4,22920.12
14286,3,4628.75,1542.9166666666667,3,55545.0
14287,3,176.63,58.876666666666665,3,2119.56
14288,1,426.6,426.6,1,5119.200000000001
14289,6,911.26,151.87666666666667,6,10935.119999999999
14290,5,2314.65,462.93,5,27775.800000000003
14291,11,3883.25,353.02272727272725,11,46599.0
14292,9,4871.93,541.3255555555556,9,58463.16
14293,4,1046.56,261.64,4,12558.72
14295,1,166.20000000000002,166.20000000000002,1,1994.4
14297,4,1305.33,326.3325,4,15663.96
14298,44,51527.3,1171.075,44,618327.6000000001
14299,9,3965.62,440.6244444444444,9,47587.44
14300,1,43.2,43.2,1,518.4000000000001
14301,1,640.14,640.14,1,7681.68
14304,1,383.45,383.45,1,4601.4
14305,3,1858.96,619.6533333333333,3,22307.52
14306,2,2093.32,1046.66,2,25119.840000000004
14307,6,2995.72,499.28666666666663,6,35948.64
14309,9,2352.53,261.39222222222224,9,28230.36
14311,1,310.26,310.26,1,3723.12
14312,6,1611.59,268.5983333333333,6,19339.079999999994
14314,1,120.0,120.0,1,1440.0
14315,6,2481.13,413.5216666666667,6,29773.56
14317,1,508.58000000000004,508.58000000000004,1,6102.960000000001
14320,2,477.79,238.895,2,5733.4800000000005
14321,5,1530.75,306.15,5,18369.0
14323,2,605.0600000000001,302.53000000000003,2,7260.720000000001
14326,1,183.85,183.85,1,2206.2
14327,1,311.65,311.65,1,3739.7999999999997
14329,7,4975.24,710.7485714285714,7,59702.88
14331,2,462.65999999999997,231.32999999999998,2,5551.92
14332,3,840.21,280.07,3,10082.52
14333,1,415.2,415.2,1,4982.4
14334,8,2552.21,319.02625,8,30626.52
14335,2,454.86,227.43,2,5458.32
14336,4,1614.91,403.7275,4,19378.920000000002
14338,2,588.22,294.11,2,7058.64
14339,1,309.52,309.52,1,3714.24
14340,1,134.7,134.7,1,1616.3999999999999
14341,8,2166.98,270.8725,8,26003.760000000002
14342,4,668.5600000000001,167.14000000000001,4,8022.720000000001
14344,8,889.9300000000001,111.24125000000001,8,10679.16
14345,1,108.97999999999999,108.97999999999999,1,1307.7599999999998
14346,2,1021.58,510.79,2,12258.960000000001
14348,1,409.57,409.57,1,4914.84
14349,1,133.5,133.5,1,1602.0
14350,1,282.93,282.93,1,3395.16
14351,1,51.0,51.0,1,612.0
14352,4,1078.96,269.74,4,12947.52
14353,1,90.6,90.6,1,1087.1999999999998
14354,2,163.62,81.81,2,1963.44
14355,1,174.4,174.4,1,2092.8
14356,2,701.23,350.615,2,8414.76
14357,1,225.12,225.12,1,2701.44
14359,3,912.18,304.06,3,10946.16
14360,4,2118.03,529.5075,4,25416.36
14362,1,151.5,151.5,1,1818.0
14364,8,3717.35,464.66875,8,44608.2
14367,16,9227.82,576.73875,16,110733.84
14368,1,155.0,155.0,1,1860.0
14371,1,100.5,100.5,1,1206.0
14373,1,76.55,76.55,1,918.5999999999999
14375,1,235.56,235.56,1,2826.7200000000003
14377,2,617.05,308.525,2,7404.599999999999
14379,2,348.1,174.05,2,4177.200000000001
14381,1,202.68,202.68,1,2432.16
14382,1,615.49,615.49,1,7385.88
14383,3,1247.69,415.8966666666667,3,14972.28
14385,3,202.11,67.37,3,2425.32
14386,1,142.4,142.4,1,1708.8000000000002
14387,3,1727.6,575.8666666666667,3,20731.199999999997
14388,8,3212.84,401.605,8,38554.08
14389,2,1043.46,521.73,2,12521.52
14390,9,4642.57,515.8411111111111,9,55710.84
14393,1,67.95,67.95,1,815.4000000000001
14395,9,3479.91,386.65666666666664,9,41758.92
14396,2,487.99,243.995,2,5855.88
14397,19,2612.96,137.52421052631578,19,31355.52
14400,1,574.7,574.7,1,6896.400000000001
14401,13,4051.48,311.6523076923077,13,48617.76000000001
14403,4,1475.81,368.9525,4,17709.72
14404,6,1449.32,241.5533333333333,6,17391.84
14406,1,156.75,156.75,1,1881.0
14407,6,2157.73,359.62166666666667,6,25892.760000000002
14408,7,2599.03,371.29,7,31188.36
14409,6,2059.4500000000003,343.24166666666673,6,24713.4
14410,9,1100.27,122.25222222222222,9,13203.24
14411,1,1063.0,1063.0,1,12756.0
14412,2,770.03,385.015,2,9240.36
14413,1,121.05,121.05,1,1452.6
14414,7,1496.98,213.8542857142857,7,17963.760000000002
14415,13,5855.57,450.42846153846153,13,70266.84
14416,2,490.22,245.11,2,5882.64
14418,3,1937.25,645.75,3,23247.0
14419,6,1051.79,175.29833333333332,6,12621.48
14420,1,387.52,387.52,1,4650.24
14421,2,813.11,406.555,2,9757.32
14422,6,4263.64,710.6066666666667,6,51163.68000000001
14423,1,265.2,265.2,1,3182.3999999999996
14424,1,322.08,322.08,1,3864.96
14426,10,4481.67,448.16700000000003,10,53780.04
14427,2,363.34000000000003,181.67000000000002,2,4360.08
14428,5,1224.06,244.81199999999998,5,14688.72
14431,1,470.36,470.36,1,5644.32
14432,6,2248.5,374.75,6,26982.0
14434,6,1372.8,228.79999999999998,6,16473.6
14436,1,89.06,89.06,1,1068.72
14437,1,63.0,63.0,1,756.0
14438,1,131.9,131.9,1,1582.8000000000002
14439,1,2661.24,2661.24,1,31934.879999999997
14440,5,2357.6800000000003,471.53600000000006,5,28292.160000000003
14441,4,1712.89,428.2225,4,20554.68
14442,2,1589.82,794.91,2,19077.84
14443,4,1420.2,355.05,4,17042.4
14446,4,1010.35,252.5875,4,12124.2
14447,5,1163.23,232.64600000000002,5,13958.76
14448,2,375.35,187.675,2,4504.200000000001
14449,4,885.8,221.45,4,10629.599999999999
14450,3,483.25,161.08333333333334,3,5799.0
14451,2,643.9,321.95,2,7726.799999999999
14452,2,259.05,129.525,2,3108.6000000000004
14453,1,119.93,119.93,1,1439.16
14456,9,3017.28,335.25333333333333,9,36207.36
14457,1,113.64,113.64,1,1363.68
14459,1,1837.92,1837.92,1,22055.04
14460,3,434.34,144.78,3,5212.08
14461,3,2103.06,701.02,3,25236.72
14462,11,1980.57,180.05181818181816,11,23766.839999999997
14463,3,529.62,176.54,3,6355.4400000000005
14465,3,1038.44,346.1466666666667,3,12461.28
14466,7,2272.4,324.62857142857143,7,27268.800000000003
14467,4,596.26,149.065,4,7155.12
14470,2,461.19,230.595,2,5534.28
14472,8,1852.67,231.58375,8,22232.04
14473,2,234.34000000000003,117.17000000000002,2,2812.0800000000004
14474,1,547.66,547.66,1,6571.92
14475,3,925.85,308.6166666666667,3,11110.2
14476,1,193.0,193.0,1,2316.0
14477,4,1309.6,327.4,4,15715.199999999999
14479,2,316.25,158.125,2,3795.0
14480,1,279.05,279.05,1,3348.6000000000004
14481,2,636.51,318.255,2,7638.12
14482,6,2022.81,337.135,6,24273.72
14483,1,137.1,137.1,1,1645.1999999999998
14484,1,321.92,321.92,1,3863.04
14485,1,162.8,162.8,1,1953.6000000000001
14487,6,1165.48,194.24666666666667,6,13985.76
14488,1,1064.28,1064.28,1,12771.36
14489,1,463.38,463.38,1,5560.5599999999995
14491,2,340.93,170.465,2,4091.16
14493,5,2383.2400000000002,476.648,5,28598.880000000005
14494,1,139.56,139.56,1,1674.72
14495,2,123.8,61.9,2,1485.6
14496,2,538.8100000000001,269.40500000000003,2,6465.720000000001
14497,1,475.37,475.37,1,5704.4400000000005
14498,5,1957.32,391.464,5,23487.84
14499,3,808.44,269.48,3,9701.28
14500,3,356.85,118.95,3,4282.200000000001
14501,2,251.21,125.605,2,3014.52
14502,11,2429.83,220.89363636363635,11,29157.96
14503,6,3543.26,590.5433333333334,6,42519.12
14504,4,673.26,168.315,4,8079.12
14505,8,5859.43,732.42875,8,70313.16
14506,5,1960.65,392.13,5,23527.800000000003
14507,6,1367.88,227.98000000000002,6,16414.56
14508,2,268.05,134.025,2,3216.6000000000004
14511,5,1314.81,262.962,5,15777.72
14512,2,275.28,137.64,2,3303.3599999999997
14513,3,455.59000000000003,151.86333333333334,3,5467.08
14514,3,990.2,330.06666666666666,3,11882.400000000001
14515,6,2076.89,346.1483333333333,6,24922.68
14517,2,330.45,165.225,2,3965.3999999999996
14518,1,174.37,174.37,1,2092.44
14520,2,270.6,135.3,2,3247.2000000000003
14522,4,974.54,243.635,4,11694.48
14523,1,241.09,241.09,1,2893.08
14524,9,1843.83,204.87,9,22125.96
14525,9,4215.9,468.4333333333333,9,50590.799999999996
14527,55,8507.13,154.6750909090909,55,102085.56
14528,1,364.21999999999997,364.21999999999997,1,4370.639999999999
14529,3,578.61,192.87,3,6943.32
14530,6,2862.11,477.0183333333334,6,34345.32
14532,4,932.85,233.2125,4,11194.2
14533,7,1949.72,278.5314285714286,7,23396.640000000003
14534,18,4397.3,244.29444444444445,18,52767.600000000006
14535,3,2854.84,951.6133333333333,3,34258.08
14536,1,170.95,170.95,1,2051.3999999999996
14537,1,355.56,355.56,1,4266.72
14538,2,388.25,194.125,2,4659.0
14539,2,537.48,268.74,2,6449.76
14540,3,952.66,317.55333333333334,3,11431.920000000002
14541,8,1453.35,181.66875,8,17440.199999999997
14542,1,103.25,103.25,1,1239.0
14543,16,3599.73,224.983125,16,43196.76
14544,2,2004.3,1002.15,2,24051.6
14546,5,2573.93,514.786,5,30887.159999999996
14547,8,3974.75,496.84375,8,47697.0
14548,2,652.8,326.4,2,7833.599999999999
14549,1,289.24,289.24,1,3470.88
14550,2,757.37,378.685,2,9088.44
14551,2,186.23,93.115,2,2234.7599999999998
14552,1,164.22,164.22,1,1970.6399999999999
14553,5,859.27,171.85399999999998,5,10311.24
14554,4,2279.4900000000002,569.8725000000001,4,27353.880000000005
14555,2,312.54,156.27,2,3750.4800000000005
14557,1,788.38,788.38,1,9460.56
14560,22,2237.77,101.71681818181818,22,26853.239999999998
14561,3,1080.76,360.25333333333333,3,12969.119999999999
14562,18,5006.77,278.1538888888889,18,60081.240000000005
14565,4,3099.12,774.78,4,37189.44
14566,1,1432.0,1432.0,1,17184.0
14567,2,1530.3600000000001,765.1800000000001,2,18364.32
14569,1,227.39,227.39,1,2728.68
14570,2,218.06,109.03,2,2616.7200000000003
14572,7,2804.54,400.6485714285714,7,33654.479999999996
14573,9,1639.82,182.20222222222222,9,19677.84
14576,1,35.400000000000006,35.400000000000006,1,424.80000000000007
14577,4,859.71,214.9275,4,10316.52
14578,1,168.63,168.63,1,2023.56
14581,1,138.6,138.6,1,1663.1999999999998
14582,1,114.11,114.11,1,1369.32
14583,5,986.96,197.392,5,11843.52
14584,4,1033.06,258.265,4,12396.72
14585,1,157.05,157.05,1,1884.6000000000001
14586,1,237.36,237.36,1,2848.32
14587,9,1580.29,175.58777777777777,9,18963.48
14589,1,39.75,39.75,1,477.0
14591,4,1320.21,330.0525,4,15842.52
14592,3,557.94,185.98000000000002,3,6695.280000000001
14593,3,617.15,205.71666666666667,3,7405.799999999999
14594,2,363.33,181.665,2,4359.96
14595,6,1740.6,290.09999999999997,6,20887.199999999997
14597,2,866.24,433.12,2,10394.880000000001
14598,1,221.97,221.97,1,2663.64
14600,1,393.33000000000004,393.33000000000004,1,4719.960000000001
14601,1,213.96,213.96,1,2567.52
14603,1,660.0,660.0,1,7920.0
14606,93,12076.15,129.8510752688172,93,144913.8
14607,14,16209.5,1157.8214285714287,14,194514.00000000003
14608,4,1785.15,446.2875,4,21421.800000000003
14609,4,601.56,150.39,4,7218.719999999999
14616,3,406.08000000000004,135.36,3,4872.960000000001
14618,3,553.44,184.48000000000002,3,6641.280000000001
14619,1,394.44,394.44,1,4733.28
14620,2,412.78000000000003,206.39000000000001,2,4953.360000000001
14621,5,1788.3600000000001,357.672,5,21460.32
14622,1,320.58000000000004,320.58000000000004,1,3846.9600000000005
14623,5,886.7,177.34,5,10640.400000000001
14624,2,225.85,112.925,2,2710.2
14625,2,899.63,449.815,2,10795.56
